
	,H 0  0  1  1  0  1 ,	H 1  0  0  0  0  1 ,	H 1  1  1  0  0  0 ,	H 0  0  0  1  0  0 ,	H 0  0  0  0  1  0 ,	H 1  1  1  1  0  0 ,	H 0  0  0  0  0  0 ,	H 1  0  0  1  0  1 ,	H 0  0  1  0  0  1 ,	H 1  0  0  0  1  1 ,	H 1  0  0  1  1  1 ,	H 1  1  1  1  1  0 ,	H 1  1  1  0  1  0 ,	H 0  0  0  1  1  0 ,	H 0  1  0  0  0  1 ,	H 0  0  1  0  1  1 ,	H 0  0  1  1  1  1 ,	H 1  1  0  0  0  0 ,	H 1  0  0  0  0  0 ,	H 0  0  0  0  0  1 ,	H 0  0  0  0  1  1 ,	H 1  1  1  1  0  1 ,	H 0  1  0  0  1  1 ,	H 0  1  1  0  0  0 ,	H 0  0  1  0  0  0 ,	H 1  0  0  0  1  0 ,	H 1  1  1  1  1  1 ,	H 1  0  1  1  1  1 ,	H 1  0  1  1  0  1 ,	H 0  1  1  0  1  0 ,	H 0  0  1  0  1  0 ,	H 1  1  0  0  1  0 ,	H 0  1  1  0  0  1 ,	H 0  1  1  1  0  1 ,	H 0  1  0  0  1  0 ,	H 0  1  0  1  0  0 ,	H 0  1  0  1  1  0 ,	H 1  1  0  1  0  1 ,	H 1  1  0  0  0  1 ,	H 0  1  1  1  1  1 ,	H 1  0  1  0  1  0 ,	H 1  0  1  1  1  0 ,	H 1  0  1  1  0  0 ,	H 1  0  1  0  0  0 ,	H 0  1  1  0  1  1 ,	H 1  1  0  1  1  1 ,	H 1  1  0  0  1  1 ,	H 0  1  1  1  0  0 ,	H 1  0  0  1  0  0 ,	H 0  0  0  1  0  1 ,	H 0  1  0  1  0  1 ,	H 1  1  1  0  0  1 ,	H 0  1  0  1  1  1 ,	H 1  1  0  1  0  0 ,	H 0  0  1  1  0  0 ,	H 1  1  0  1  1  0 ,	H 1  0  0  1  1  0 ,	H 1  0  1  0  1  1 ,	H 1  1  1  0  1  1 ,	H 0  0  0  1  1  1 ,	H 0  1  0  0  0  0 ,	H 1  0  1  0  0  1 ,	H 0  1  1  1  1  0 ,	H 0  0  1  1  1  0 ,	
V 0  0  1  1  0  1  1  0  1  1  1  1 ,	6,	2,	0,	3,	1,	1,	1,	0,	0,	0,	17,	0,	1,	4,	111,	0,	0,	0,	1,	0,	3,	0,	7,	0,	0,	0,	1,	2,	0,	1,	3,	0,	4,	29,	2,	0,	4,	10,	0,	2,	2,	1,	3,	0,	0,	5,	0,	2,	0,	1,	0,	0,	0,	18,	1,	0,	0,	0,	0,	0,	0,	2,	5,	1,	
V 0  1  1  1  0  1  1  0  1  1  0  1 ,	1,	0,	0,	4,	0,	0,	0,	0,	4,	0,	1,	1,	0,	3,	2,	0,	0,	1,	0,	1,	0,	0,	1,	3,	0,	0,	1,	1,	0,	0,	0,	0,	1,	7,	0,	0,	1,	1,	0,	1,	7,	0,	3,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	1,	1,	0,	0,	0,	0,	0,	0,	
V 0  0  0  1  0  0  1  1  0  1  1  1 ,	15,	2,	1,	3,	0,	10,	1,	0,	2,	0,	25,	4,	0,	4,	88,	2,	3,	2,	1,	2,	25,	3,	31,	4,	1,	3,	7,	1,	2,	1,	12,	1,	7,	45,	5,	2,	3,	79,	0,	0,	4,	2,	16,	0,	4,	21,	3,	18,	12,	6,	0,	3,	2,	11,	2,	0,	1,	2,	2,	1,	5,	2,	6,	2,	
V 1  1  1  0  0  0  0  0  0  0  1  0 ,	124,	938,	2,	365,	218,	0,	22,	4,	265,	2788,	5,	2,	38030,	3,	3,	750,	3,	8,	101,	34,	3,	53,	1,	1293,	25,	3,	2,	3,	2,	10,	1,	14,	17,	34,	3,	1,	9,	0,	101,	169,	55,	33,	7,	11,	8,	1,	8,	2,	2,	6,	4,	12,	6,	39,	0,	2984,	10199,	1,	39,	9,	1,	91,	2,	768,	
V 0  1  0  1  0  0  1  1  0  1  0  1 ,	13,	4,	1,	4,	0,	4,	2,	1,	2,	0,	2,	0,	4,	2,	2,	1,	4,	4,	1,	4,	0,	0,	0,	7,	1,	3,	3,	1,	0,	1,	1,	2,	10,	5,	3,	0,	5,	1,	1,	4,	7,	0,	3,	1,	12,	0,	1,	0,	3,	5,	1,	2,	0,	0,	1,	1,	3,	0,	0,	0,	2,	3,	0,	1,	
V 1  0  1  1  1  1  0  0  0  0  0  1 ,	20,	201,	2,	5,	1,	1,	21,	1,	14,	4,	0,	2,	171,	1,	0,	6,	1,	4,	11,	6,	0,	1,	0,	53,	0,	3,	3,	4,	0,	2,	0,	4,	5,	1,	1,	0,	0,	0,	46,	16,	60,	3,	7,	2,	15,	4,	0,	0,	0,	6,	6,	9,	2,	2,	0,	28,	16,	4,	2,	0,	1,	2,	1,	1,	
V 1  1  1  0  0  1  1  1  1  0  1  1 ,	3,	3,	0,	0,	0,	0,	0,	0,	1,	0,	0,	1,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	2,	1,	0,	0,	1,	0,	1,	0,	1,	2,	0,	1,	0,	0,	0,	0,	0,	1,	1,	1,	0,	1,	0,	0,	0,	1,	1,	0,	0,	0,	1,	0,	
V 1  1  1  1  0  1  0  0  0  0  1  0 ,	22,	2899,	0,	38,	14,	0,	17,	0,	167,	230,	1,	1,	31177,	1,	0,	50,	1,	3,	40,	19,	0,	0,	1,	558,	2,	5,	0,	0,	1,	3,	0,	4,	14,	3,	0,	0,	2,	1,	126,	116,	72,	4,	0,	6,	3,	0,	3,	1,	0,	3,	1,	3,	6,	1,	1,	1168,	1572,	0,	10,	1,	0,	7,	0,	10,	
V 0  1  0  0  0  0  1  0  1  0  0  1 ,	63,	3,	9,	40,	9,	10,	4,	5,	8,	1,	65,	8,	5,	18,	183,	13,	6,	11,	3,	4,	21,	11,	43,	20,	2,	4,	5,	1,	1,	2,	21,	4,	20,	120,	12,	6,	16,	40,	3,	1,	10,	7,	27,	0,	15,	23,	7,	24,	19,	9,	2,	4,	2,	54,	5,	4,	6,	0,	3,	7,	5,	31,	19,	13,	
V 1  1  0  1  1  0  1  0  0  1  0  0 ,	15,	184,	0,	4,	2,	1,	19,	0,	15,	3,	1,	0,	149,	1,	1,	1,	1,	2,	5,	10,	0,	0,	0,	38,	0,	1,	2,	6,	1,	1,	0,	6,	8,	1,	2,	0,	3,	0,	54,	17,	55,	3,	7,	5,	13,	0,	0,	0,	1,	3,	7,	7,	2,	0,	0,	33,	13,	2,	2,	0,	0,	2,	0,	3,	
V 0  1  0  0  0  1  0  0  0  1  1  1 ,	149,	0,	11,	240,	16,	12,	3,	15,	4,	1,	838,	37,	3,	40,	8183,	17,	5,	5,	1,	3,	61,	91,	197,	25,	3,	3,	6,	10,	1,	4,	110,	6,	14,	1380,	31,	4,	51,	1155,	2,	0,	7,	5,	49,	1,	8,	259,	4,	215,	20,	11,	3,	15,	0,	1307,	0,	3,	2,	4,	7,	5,	12,	110,	28,	21,	
V 1  0  1  0  1  0  0  0  0  0  0  1 ,	65,	72,	4,	41,	4,	5,	21,	2,	31,	27,	6,	4,	205,	11,	4,	27,	3,	14,	9,	7,	1,	4,	6,	128,	0,	1,	7,	8,	5,	3,	1,	14,	24,	13,	2,	1,	7,	0,	36,	35,	49,	10,	7,	13,	24,	4,	5,	3,	6,	11,	4,	19,	8,	11,	3,	108,	54,	5,	7,	6,	3,	23,	7,	6,	
V 0  0  0  1  0  1  0  0  1  1  0  1 ,	44,	2,	4,	71,	2,	3,	2,	6,	4,	1,	182,	6,	1,	16,	1582,	6,	5,	4,	0,	2,	13,	21,	43,	9,	4,	4,	2,	2,	5,	5,	29,	1,	16,	305,	16,	4,	19,	242,	1,	1,	4,	1,	20,	4,	2,	67,	1,	52,	8,	9,	0,	4,	4,	259,	1,	1,	4,	0,	0,	2,	4,	31,	7,	8,	
V 1  1  1  0  0  1  0  1  1  1  0  1 ,	5,	0,	1,	3,	1,	1,	0,	0,	2,	0,	2,	1,	1,	0,	1,	1,	0,	2,	1,	0,	2,	0,	0,	8,	0,	2,	0,	2,	0,	0,	0,	0,	6,	3,	0,	0,	2,	0,	0,	0,	2,	1,	2,	0,	2,	0,	0,	2,	0,	4,	0,	2,	0,	3,	0,	1,	3,	0,	1,	0,	0,	4,	0,	0,	
V 0  1  0  1  1  0  1  0  1  0  0  1 ,	13,	3,	1,	5,	0,	4,	1,	0,	1,	0,	0,	0,	1,	1,	1,	1,	4,	3,	0,	3,	1,	1,	1,	12,	0,	2,	0,	2,	0,	3,	0,	0,	5,	8,	0,	0,	2,	1,	1,	1,	9,	4,	3,	0,	9,	1,	2,	0,	3,	4,	0,	1,	2,	1,	0,	2,	0,	2,	1,	2,	1,	4,	3,	1,	
V 1  0  0  0  0  0  1  1  1  0  1  0 ,	20,	4,	3,	7,	1,	14,	2,	1,	7,	4,	8,	6,	4,	11,	13,	4,	1,	2,	1,	6,	13,	4,	18,	6,	1,	4,	20,	7,	4,	3,	13,	4,	3,	16,	12,	1,	10,	11,	1,	1,	9,	4,	17,	5,	19,	11,	5,	4,	33,	7,	2,	6,	2,	8,	0,	2,	8,	3,	3,	0,	13,	5,	9,	4,	
V 0  1  0  0  1  0  0  0  0  1  1  1 ,	56,	2,	8,	70,	4,	11,	1,	9,	1,	1,	232,	13,	0,	12,	2282,	6,	3,	4,	1,	1,	19,	33,	79,	12,	1,	1,	3,	6,	2,	2,	50,	1,	4,	373,	5,	1,	18,	353,	0,	1,	4,	3,	25,	2,	2,	83,	1,	77,	13,	8,	2,	8,	0,	372,	0,	1,	0,	1,	2,	3,	4,	48,	9,	8,	
V 0  1  0  1  1  1  0  0  0  1  1  1 ,	11,	1,	0,	5,	0,	0,	1,	0,	1,	0,	3,	1,	1,	2,	4,	1,	1,	3,	0,	2,	0,	1,	4,	3,	0,	0,	0,	1,	0,	0,	0,	1,	3,	13,	2,	1,	1,	4,	2,	0,	2,	1,	2,	1,	3,	1,	0,	1,	2,	3,	0,	0,	0,	6,	0,	1,	1,	2,	0,	1,	0,	0,	2,	0,	
V 1  0  1  0  1  1  1  1  1  0  0  0 ,	1,	6,	4,	1,	0,	14,	48,	0,	4,	0,	0,	1,	1,	2,	1,	0,	4,	4,	2,	2,	1,	2,	0,	2,	0,	4,	1710,	641,	1,	0,	1,	2,	5,	2,	3,	1,	1,	0,	13,	1,	55,	0,	3,	3,	147,	0,	0,	1,	28,	16,	95,	10,	0,	0,	2,	1,	0,	2,	0,	2,	11,	0,	2,	1,	
V 1  0  0  1  0  1  1  1  1  0  1  0 ,	4,	2,	2,	1,	0,	3,	0,	0,	3,	0,	1,	1,	1,	1,	0,	0,	0,	1,	0,	1,	2,	0,	1,	4,	0,	0,	9,	7,	0,	0,	0,	4,	3,	3,	0,	0,	3,	0,	2,	1,	6,	2,	5,	0,	15,	0,	0,	2,	3,	3,	1,	1,	0,	3,	0,	0,	1,	0,	0,	2,	2,	0,	1,	2,	
V 1  1  1  0  0  1  1  1  1  0  1  0 ,	1,	1,	1,	2,	0,	3,	2,	0,	5,	1,	0,	0,	1,	2,	0,	0,	1,	2,	1,	2,	0,	0,	1,	3,	0,	3,	5,	2,	0,	0,	0,	2,	4,	0,	0,	0,	1,	0,	2,	1,	6,	1,	3,	1,	7,	0,	1,	0,	1,	2,	0,	0,	0,	1,	1,	2,	0,	1,	1,	0,	0,	0,	1,	1,	
V 0  1  0  0  1  1  1  1  1  1  1  0 ,	2,	0,	10,	0,	0,	170,	0,	0,	1,	0,	1,	2,	0,	2,	1,	0,	0,	3,	1,	1,	53,	0,	17,	1,	0,	0,	232,	12,	1,	0,	8,	0,	4,	4,	5,	0,	2,	13,	1,	0,	0,	1,	15,	0,	14,	11,	0,	1,	28,	7,	1,	0,	0,	2,	0,	0,	0,	1,	1,	0,	80,	0,	7,	0,	
V 1  1  0  1  1  0  1  0  0  1  0  1 ,	4,	6,	0,	7,	1,	1,	3,	0,	4,	0,	0,	0,	15,	4,	1,	1,	0,	3,	2,	3,	0,	0,	2,	10,	0,	2,	2,	3,	1,	0,	1,	0,	2,	2,	0,	0,	1,	0,	1,	2,	9,	1,	3,	0,	0,	1,	2,	0,	2,	6,	2,	2,	0,	0,	0,	1,	5,	1,	3,	0,	0,	2,	0,	0,	
V 0  1  0  1  1  0  1  0  1  0  0  0 ,	20,	27,	1,	4,	1,	2,	9,	1,	8,	4,	1,	2,	20,	4,	0,	5,	2,	2,	9,	3,	0,	0,	0,	18,	1,	4,	18,	22,	1,	2,	0,	4,	9,	5,	2,	3,	0,	1,	23,	8,	49,	3,	8,	6,	33,	4,	2,	1,	8,	4,	16,	16,	5,	3,	1,	13,	8,	2,	3,	0,	2,	3,	3,	1,	
V 1  1  1  1  1  1  0  1  1  1  0  0 ,	3,	11,	1,	2,	0,	0,	3,	0,	9,	0,	0,	0,	4,	0,	0,	0,	0,	1,	1,	1,	0,	0,	0,	7,	0,	1,	0,	0,	1,	0,	0,	0,	3,	0,	0,	0,	0,	0,	4,	1,	5,	1,	1,	0,	1,	0,	0,	0,	1,	2,	2,	0,	0,	0,	0,	1,	0,	0,	1,	1,	1,	0,	1,	1,	
V 0  0  1  1  0  1  1  0  0  1  1  0 ,	7,	1,	2,	7,	2,	3,	1,	0,	2,	1,	3,	0,	1,	2,	2,	1,	2,	5,	2,	6,	2,	0,	2,	12,	1,	3,	2,	0,	1,	1,	0,	7,	5,	6,	0,	2,	3,	2,	1,	0,	4,	2,	0,	2,	3,	4,	2,	1,	4,	5,	0,	4,	4,	1,	0,	3,	4,	2,	4,	0,	0,	4,	3,	0,	
V 0  1  0  0  1  0  0  0  0  1  1  0 ,	73,	2,	9,	54,	12,	18,	5,	7,	8,	3,	87,	17,	4,	18,	196,	8,	7,	8,	4,	8,	22,	16,	35,	29,	7,	3,	9,	9,	7,	3,	40,	1,	19,	158,	18,	10,	20,	65,	2,	4,	7,	0,	17,	5,	15,	36,	1,	33,	32,	6,	3,	13,	7,	74,	5,	6,	9,	8,	8,	10,	11,	34,	8,	7,	
V 0  1  0  1  1  1  0  0  0  1  1  0 ,	12,	6,	1,	6,	0,	1,	0,	0,	8,	1,	5,	2,	3,	4,	1,	1,	3,	2,	2,	4,	3,	1,	3,	9,	0,	5,	4,	3,	1,	0,	2,	1,	4,	4,	3,	0,	3,	0,	1,	2,	7,	5,	4,	1,	6,	3,	1,	1,	7,	6,	0,	3,	2,	1,	2,	5,	4,	1,	1,	1,	1,	4,	0,	0,	
V 1  0  1  0  1  1  1  1  1  0  0  1 ,	3,	2,	1,	2,	0,	13,	2,	0,	1,	0,	0,	0,	0,	0,	1,	0,	3,	1,	1,	0,	1,	0,	0,	1,	0,	2,	125,	25,	0,	0,	0,	0,	1,	0,	1,	1,	2,	0,	0,	1,	4,	0,	4,	1,	22,	0,	0,	0,	4,	6,	2,	1,	1,	2,	0,	0,	2,	1,	0,	1,	5,	0,	0,	0,	
V 1  1  1  0  1  0  0  1  1  1  0  0 ,	8,	4,	1,	7,	0,	0,	0,	0,	6,	0,	0,	0,	8,	1,	1,	1,	1,	1,	1,	3,	0,	1,	1,	19,	0,	1,	1,	0,	0,	0,	0,	2,	4,	7,	2,	0,	1,	0,	2,	2,	12,	3,	2,	0,	2,	0,	0,	0,	0,	1,	1,	2,	0,	1,	0,	4,	3,	0,	1,	1,	0,	0,	1,	1,	
V 1  1  0  0  0  1  0  1  1  0  0  0 ,	20,	41,	6,	7,	3,	6,	16,	3,	8,	0,	0,	1,	21,	1,	1,	2,	7,	7,	6,	2,	0,	0,	1,	17,	1,	4,	21,	24,	1,	2,	0,	6,	12,	7,	2,	0,	4,	2,	15,	10,	46,	5,	7,	8,	30,	3,	1,	2,	13,	6,	13,	20,	3,	1,	0,	7,	2,	2,	0,	1,	2,	3,	3,	2,	
V 0  0  0  0  1  1  1  0  0  0  1  1 ,	14,	1,	91,	2,	1,	2108,	1,	3,	1,	1,	15,	13,	0,	22,	13,	0,	3,	10,	0,	2,	1460,	0,	243,	4,	1,	8,	3310,	85,	4,	3,	263,	6,	10,	12,	75,	2,	8,	192,	2,	0,	9,	3,	71,	0,	94,	52,	3,	17,	424,	81,	4,	8,	0,	8,	7,	1,	0,	2,	0,	2,	2150,	3,	73,	0,	
V 0  1  0  0  0  0  1  0  0  0  0  0 ,	151,	381,	38,	36,	26,	73,	369,	7,	80,	30,	22,	23,	209,	29,	10,	25,	25,	47,	66,	56,	18,	6,	20,	169,	38,	62,	301,	288,	17,	18,	20,	75,	62,	36,	30,	30,	27,	6,	375,	193,	335,	31,	40,	185,	300,	20,	15,	11,	146,	51,	352,	129,	54,	13,	48,	190,	43,	55,	47,	43,	30,	11,	19,	18,	
V 1  0  0  1  1  1  0  1  1  0  1  0 ,	8,	2,	3,	4,	1,	6,	1,	0,	1,	0,	2,	0,	1,	4,	3,	1,	1,	1,	1,	3,	1,	0,	3,	4,	1,	0,	12,	16,	0,	0,	0,	1,	3,	0,	0,	0,	4,	1,	2,	0,	6,	1,	5,	1,	14,	0,	0,	0,	4,	4,	2,	3,	0,	0,	1,	1,	0,	1,	1,	0,	1,	1,	0,	1,	
V 0  0  0  1  1  0  1  0  0  0  1  1 ,	15,	0,	5,	6,	2,	32,	2,	1,	1,	0,	11,	8,	1,	6,	14,	0,	2,	8,	4,	3,	14,	1,	16,	8,	2,	2,	23,	13,	5,	3,	10,	3,	6,	17,	13,	1,	11,	10,	1,	1,	8,	2,	21,	2,	15,	9,	1,	4,	25,	5,	3,	7,	1,	6,	2,	1,	2,	1,	2,	5,	12,	5,	4,	2,	
V 0  0  0  1  0  1  0  0  0  1  0  0 ,	119,	22,	17,	42,	14,	23,	24,	9,	18,	13,	42,	11,	22,	24,	20,	15,	10,	27,	13,	13,	12,	10,	32,	62,	12,	12,	35,	25,	13,	14,	23,	17,	23,	48,	31,	5,	12,	15,	25,	12,	47,	19,	28,	18,	53,	18,	8,	10,	60,	25,	19,	38,	9,	13,	7,	41,	14,	15,	15,	16,	12,	21,	10,	6,	
V 0  1  1  0  1  1  1  0  0  1  0  0 ,	12,	15,	5,	0,	0,	11,	26,	0,	11,	1,	0,	1,	2,	5,	0,	3,	2,	0,	5,	5,	1,	0,	0,	6,	0,	2,	208,	122,	2,	1,	1,	4,	8,	2,	2,	1,	2,	0,	11,	6,	45,	2,	12,	1,	83,	1,	0,	1,	25,	11,	33,	11,	1,	3,	4,	2,	4,	2,	2,	1,	3,	1,	3,	0,	
V 0  1  0  0  1  1  1  1  1  1  1  1 ,	0,	2,	2,	0,	0,	58,	1,	0,	2,	0,	2,	2,	0,	2,	11,	0,	0,	1,	1,	1,	96,	0,	24,	1,	0,	0,	19,	3,	0,	0,	7,	0,	1,	6,	2,	0,	2,	43,	0,	0,	0,	0,	7,	0,	1,	14,	0,	4,	12,	4,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	23,	0,	5,	1,	
V 0  0  0  0  1  1  1  0  0  0  1  0 ,	27,	6,	490,	7,	4,	7198,	26,	10,	8,	2,	9,	30,	6,	28,	5,	6,	8,	21,	5,	7,	1215,	2,	220,	6,	4,	40,	55570,	2627,	23,	9,	259,	12,	23,	11,	149,	18,	19,	43,	6,	6,	53,	9,	137,	10,	893,	34,	5,	14,	1537,	397,	303,	90,	10,	3,	67,	3,	5,	14,	6,	10,	8935,	7,	126,	8,	
V 0  1  1  0  1  0  1  0  1  0  1  0 ,	13,	1,	0,	5,	1,	2,	3,	1,	3,	1,	1,	1,	2,	3,	3,	2,	4,	2,	0,	2,	4,	2,	6,	11,	0,	0,	3,	2,	2,	0,	0,	2,	5,	6,	1,	0,	2,	0,	3,	1,	5,	4,	8,	0,	9,	4,	1,	0,	5,	5,	0,	3,	1,	2,	1,	3,	3,	2,	1,	2,	1,	3,	3,	2,	
V 1  1  1  1  1  1  0  1  1  1  0  1 ,	1,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	1,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	2,	2,	0,	0,	0,	1,	0,	0,	0,	0,	1,	1,	0,	2,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	2,	0,	
V 1  0  0  1  0  1  1  1  0  0  1  1 ,	3,	0,	3,	2,	0,	2,	2,	1,	4,	0,	0,	1,	1,	0,	2,	1,	0,	0,	0,	2,	0,	0,	1,	2,	1,	1,	8,	4,	1,	1,	0,	3,	8,	3,	3,	0,	1,	0,	3,	0,	9,	3,	4,	0,	4,	1,	1,	1,	4,	4,	0,	0,	2,	3,	0,	1,	1,	1,	0,	0,	0,	1,	1,	0,	
V 1  1  1  0  1  0  0  1  0  0  0  0 ,	19,	7433,	3,	5,	2,	3,	1356,	1,	117,	11,	1,	1,	1816,	3,	0,	11,	2,	5,	51,	16,	2,	0,	0,	147,	2,	6,	15,	77,	2,	0,	0,	26,	6,	2,	2,	0,	5,	0,	950,	290,	589,	3,	3,	44,	70,	1,	0,	1,	2,	8,	184,	19,	6,	1,	0,	196,	26,	13,	8,	4,	1,	0,	1,	0,	
V 0  1  0  0  1  0  0  0  1  0  0  0 ,	117,	16,	10,	36,	18,	22,	17,	10,	15,	20,	39,	23,	27,	18,	15,	19,	18,	19,	14,	16,	15,	11,	22,	58,	7,	10,	34,	26,	11,	10,	23,	14,	24,	54,	21,	5,	13,	20,	23,	15,	48,	13,	33,	26,	70,	14,	7,	11,	57,	10,	24,	28,	11,	17,	9,	41,	10,	6,	15,	10,	19,	27,	10,	8,	
V 1  0  0  1  0  0  0  0  1  1  1  1 ,	37,	1,	0,	1137,	38,	3,	0,	3,	2,	15,	498,	3,	1,	6,	25811,	111,	2,	5,	0,	8,	0,	1471,	11,	24,	0,	1,	0,	6,	0,	0,	4,	0,	9,	1772,	1,	0,	11,	78,	1,	1,	1,	2,	5,	0,	3,	22,	10,	41,	2,	3,	1,	0,	2,	15754,	0,	1,	64,	0,	3,	1,	0,	297,	4,	935,	
V 0  0  1  0  1  1  0  1  1  1  0  0 ,	6,	2,	18,	2,	1,	102,	3,	0,	3,	0,	3,	4,	0,	4,	4,	2,	1,	2,	2,	1,	29,	0,	22,	0,	0,	3,	315,	28,	0,	3,	16,	2,	5,	7,	16,	0,	5,	5,	1,	0,	5,	0,	8,	0,	66,	9,	1,	4,	41,	18,	4,	5,	1,	1,	3,	1,	2,	2,	2,	1,	67,	4,	6,	0,	
V 0  1  0  1  0  1  0  1  0  1  0  1 ,	9,	4,	5,	6,	0,	1,	4,	0,	3,	0,	0,	1,	1,	3,	0,	1,	1,	4,	0,	1,	1,	1,	2,	4,	0,	2,	3,	5,	3,	2,	1,	6,	5,	5,	1,	0,	4,	1,	2,	1,	7,	3,	4,	0,	4,	0,	2,	0,	2,	2,	2,	2,	0,	1,	0,	2,	1,	3,	1,	1,	2,	4,	1,	0,	
V 1  1  0  1  0  1  1  1  1  0  0  0 ,	2,	55,	1,	3,	1,	1,	28,	0,	13,	1,	0,	0,	12,	0,	1,	2,	2,	1,	3,	2,	0,	0,	1,	9,	0,	1,	12,	24,	0,	3,	1,	3,	7,	1,	2,	1,	0,	0,	21,	4,	47,	0,	0,	0,	26,	1,	0,	0,	0,	5,	10,	3,	0,	2,	1,	7,	2,	2,	1,	0,	0,	0,	0,	0,	
V 1  1  1  0  1  0  1  0  0  1  1  0 ,	5,	9,	0,	6,	1,	1,	2,	1,	3,	0,	1,	0,	8,	3,	0,	3,	0,	0,	3,	3,	0,	0,	3,	20,	0,	2,	0,	1,	1,	2,	0,	7,	6,	3,	0,	0,	2,	1,	0,	2,	6,	1,	4,	2,	5,	1,	0,	0,	2,	4,	0,	3,	2,	2,	0,	5,	5,	2,	2,	0,	0,	1,	2,	2,	
V 1  1  0  1  1  1  1  0  0  0  1  1 ,	0,	4,	2,	0,	1,	1,	1,	0,	2,	0,	0,	0,	0,	3,	0,	0,	1,	2,	1,	1,	0,	2,	2,	6,	0,	0,	1,	3,	1,	1,	0,	2,	7,	2,	1,	0,	0,	1,	1,	1,	5,	2,	0,	0,	8,	0,	0,	0,	0,	3,	1,	2,	1,	2,	0,	0,	3,	1,	0,	0,	0,	0,	2,	1,	
V 0  1  1  1  0  1  1  1  0  1  1  1 ,	1,	1,	0,	2,	2,	1,	1,	0,	5,	0,	1,	0,	1,	0,	0,	0,	0,	0,	1,	0,	0,	0,	1,	0,	0,	0,	0,	0,	1,	0,	0,	1,	5,	1,	0,	0,	0,	0,	0,	1,	4,	0,	2,	0,	0,	3,	0,	1,	0,	1,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	2,	0,	0,	
V 0  0  1  0  0  0  1  1  1  0  1  0 ,	20,	3,	3,	11,	2,	23,	1,	2,	3,	2,	14,	7,	3,	6,	13,	3,	2,	7,	3,	1,	21,	2,	26,	4,	1,	3,	15,	8,	4,	5,	11,	4,	11,	21,	22,	2,	5,	21,	0,	0,	6,	1,	24,	2,	10,	11,	1,	3,	29,	5,	5,	7,	2,	8,	3,	2,	3,	1,	3,	1,	22,	7,	8,	0,	
V 1  0  0  0  0  0  0  1  0  1  0  0 ,	102,	21,	16,	30,	18,	13,	12,	5,	18,	10,	33,	23,	27,	22,	18,	18,	10,	24,	10,	12,	13,	16,	35,	75,	12,	13,	34,	19,	6,	16,	20,	17,	23,	47,	19,	17,	17,	12,	17,	17,	48,	11,	28,	24,	58,	17,	10,	14,	58,	25,	14,	29,	5,	19,	13,	38,	26,	10,	13,	11,	14,	24,	11,	15,	
V 1  0  1  0  0  0  1  1  0  1  1  0 ,	10,	4,	0,	9,	4,	0,	2,	0,	5,	2,	4,	1,	0,	4,	3,	2,	6,	3,	0,	1,	1,	1,	5,	5,	2,	0,	4,	5,	0,	0,	1,	1,	2,	8,	2,	1,	5,	0,	3,	2,	9,	3,	6,	0,	8,	0,	1,	3,	2,	4,	2,	3,	0,	2,	2,	1,	1,	4,	3,	3,	0,	1,	2,	2,	
V 0  1  1  0  0  1  0  1  1  1  1  0 ,	7,	0,	1,	6,	0,	2,	1,	0,	5,	1,	5,	1,	0,	0,	9,	2,	0,	3,	0,	0,	2,	1,	3,	4,	0,	0,	2,	0,	0,	0,	1,	0,	4,	21,	0,	0,	1,	2,	0,	1,	2,	1,	3,	0,	1,	6,	0,	3,	1,	5,	1,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	4,	1,	
V 0  0  0  0  0  0  0  1  1  0  0  0 ,	152,	13,	114,	42,	21,	356,	13,	43,	11,	11,	183,	99,	11,	104,	181,	17,	27,	38,	9,	23,	433,	24,	360,	37,	20,	27,	379,	91,	38,	13,	522,	11,	37,	137,	175,	42,	48,	426,	15,	14,	38,	20,	150,	35,	152,	172,	21,	119,	441,	83,	35,	98,	19,	50,	42,	16,	11,	21,	15,	34,	460,	58,	109,	16,	
V 1  1  0  0  1  0  0  0  0  1  0  0 ,	59,	85,	7,	39,	9,	5,	16,	3,	34,	27,	12,	5,	250,	5,	4,	25,	8,	9,	18,	12,	6,	4,	1,	127,	6,	7,	7,	11,	4,	4,	3,	10,	17,	15,	3,	0,	7,	3,	39,	25,	55,	10,	12,	8,	21,	6,	4,	3,	12,	8,	10,	23,	6,	9,	5,	108,	42,	5,	9,	5,	5,	12,	4,	8,	
